961442,Reelsville,Putnam,Reelsville,IN,46171,Midwest,235-57-1721,219-474-8565
155097,Perry Park,Owen,Perry Park,KY,40363,South,553-99-7803,270-256-2491
976422,Ventura,Ventura,Ventura,CA,93003,West,594-99-8803,209-739-8484
138911,Hershey,Dauphin,Hershey,PA,17033,Northeast,366-39-9069,215-359-3397
160938,Aberdeen,Brown,Aberdeen,SD,57401,Midwest,763-12-7919,605-487-4676
399707,Hawley,Clay,Hawley,MN,56549,Midwest,285-15-0592,218-530-8020
713294,Redondo,King,Redondo,WA,98054,West,729-28-6911,206-468-7536
627298,Godeffroy,Orange,Godeffroy,NY,12739,Northeast,512-33-9199,212-483-9629
709884,Donnybrook,Ward,Donnybrook,ND,58734,Midwest,609-87-3514,701-819-7127
932773,Portland,Chautauqua,Portland,NY,14769,Northeast,626-85-0761,212-335-3305
796605,Ripplemead,Giles,Ripplemead,VA,24150,South,250-99-6761,236-425-5880
885395,San Diego,San Diego,San Diego,CA,92126,West,714-18-2827,209-247-2504
411503,Annandale,Fairfax,Annandale,VA,22003,South,234-57-0893,236-780-5288
622405,Dallas,Dallas,Dallas,TX,75224,South,592-99-9799,210-998-7839
233136,Orofino,Clearwater,Orofino,ID,83544,West,149-23-1759,208-571-4789
170637,Mobile,Mobile,Mobile,AL,36685,South,133-98-0581,205-492-3826
215719,Lowell,Marion,Lowell,FL,32663,South,258-99-5725,239-728-0228
452163,Canton,Stark,Canton,OH,44750,Midwest,032-92-8729,216-500-3888
572204,Niverville,Columbia,Niverville,NY,12130,Northeast,546-99-1086,212-678-8854
779517,Davenport,Polk,Davenport,FL,33836,South,622-85-5122,239-814-5354
844157,Mount Eaton,Wayne,Mount Eaton,OH,44659,Midwest,104-02-1961,216-690-4327
312726,Cleveland,Cuyahoga,Cleveland,OH,44178,Midwest,368-39-3103,216-897-4459
419549,Fort Fairfield,Aroostook,Fort Fairfield,ME,4742,Northeast,698-16-4709,207-532-1710
505927,Little Rock,Pulaski,Little Rock,AR,72231,South,728-14-6144,479-931-1345
526254,Union City,Fulton,Union City,GA,30291,South,171-86-6831,229-215-2471
460226,Clemson,Pickens,Clemson,SC,29631,South,086-02-8001,803-570-5060
840113,Lee,Penobscot,Lee,ME,4455,Northeast,494-29-8376,207-947-9487
432820,Torbert,Pointe Coupee,Torbert,LA,70781,South,183-86-5370,225-988-8557
957596,Powderhorn,Gunnison,Powderhorn,CO,81243,West,393-33-5849,303-480-2041
530134,Garvin,McCurtain,Garvin,OK,74736,South,772-02-3040,405-928-3699
316372,Laquey,Pulaski,Laquey,MO,65534,Midwest,450-99-8615,314-361-0820
501658,Goehner,Seward,Goehner,NE,68364,Midwest,684-24-1555,308-954-6249
147133,Dearing,McDuffie,Dearing,GA,30808,South,194-86-7809,229-783-2920
551149,San Diego,San Diego,San Diego,CA,92175,West,229-99-7364,209-400-0883
595558,Coahoma,Howard,Coahoma,TX,79511,South,216-89-7736,210-936-6841
637407,Saint Petersburg,Pinellas,Saint Petersburg,FL,33734,South,608-87-5484,239-723-6178
597741,Springtown,Bucks,Springtown,PA,18081,Northeast,019-94-9784,215-652-7491
403534,Attleboro Falls,Bristol,Attleboro Falls,MA,2763,Northeast,224-99-4650,339-645-9620
314661,Silver Creek,Wright,Silver Creek,MN,55380,Midwest,094-02-8828,218-660-1183
317987,Bassett,Kenosha,Bassett,WI,53101,Midwest,279-15-4975,262-613-2602
820109,Washington,Washington,Washington,PA,15301,Northeast,564-99-2134,215-235-0637
388558,Custer,Yellowstone,Custer,MT,59024,West,251-99-8106,406-343-5419
403207,White Plains,Surry,White Plains,NC,27031,South,237-99-0766,252-347-9978
143711,Walkerton,St. Joseph,Walkerton,IN,46574,Midwest,480-41-9877,219-271-2278
402180,Washington,District of Columbia,Washington,DC,20380,South,526-99-3494,202-909-9740
242388,Fairmount,Grant,Fairmount,IN,46928,Midwest,657-36-5472,219-802-6287
819367,Velpen,Pike,Velpen,IN,47590,Midwest,713-18-3200,219-233-1861
962291,Toledo,Tama,Toledo,IA,52342,Midwest,172-86-7071,319-963-4464
856379,Madison,Dane,Madison,WI,53718,Midwest,375-37-5783,262-874-4684
149972,Eldorado,Saline,Eldorado,IL,62930,Midwest,345-11-4018,217-352-2731
174955,Saranac Lake,Franklin,Saranac Lake,NY,12983,Northeast,695-16-1567,212-683-7962
549389,Pearl,Rankin,Pearl,MS,39288,South,271-17-5467,228-485-0919
466832,Salina,Saline,Salina,KS,67402,Midwest,074-02-9202,316-256-7851
203380,Welchs Creek,Butler,Welchs Creek,KY,42287,South,552-99-5545,270-750-7760
915991,Mine Run,Mine Run,Mine Run,VA,22568,South,763-12-2082,236-584-1916
289172,Salem,Salem,Salem,OR,97317,West,637-29-1007,503-456-5899
914365,Holmes Beach,Manatee,Holmes Beach,FL,34218,South,610-87-7233,239-704-4125
971242,Hollywood,Broward,Hollywood,FL,33025,South,316-35-1388,239-779-6881
503248,Annville,Lebanon,Annville,PA,17003,Northeast,581-99-6741,215-648-9854
521540,Sturgis,Oktibbeha,Sturgis,MS,39769,South,059-02-1664,228-619-6163
790395,Athens,Fulton,Athens,IN,46912,Midwest,210-84-1639,219-794-0888
734861,Greencastle,Franklin,Greencastle,PA,17225,Northeast,266-99-7408,215-745-8103
592815,Winterset,Madison,Winterset,IA,50273,Midwest,521-99-8324,319-314-0412
556008,Buffalo,Erie,Buffalo,NY,14272,Northeast,057-02-2445,212-845-0969
888597,Bostwick,Morgan,Bostwick,GA,30623,South,372-37-7461,229-527-8021
946550,Brea,Orange,Brea,CA,92821,West,342-11-9004,209-678-1933
438869,Chester Springs,Chester,Chester Springs,PA,19425,Northeast,038-74-5390,215-845-4719
685600,Clearview,Clearview,Clearview,OK,74835,South,319-11-0384,405-226-2075
829901,Rock Spring,Walker,Rock Spring,GA,30739,South,595-99-8027,229-527-7910
354626,Trona,San Bernardino,Trona,CA,93562,West,553-99-6101,209-737-1379
296454,Sterling,Sterling,Sterling,VA,22170,South,752-09-7279,236-328-6409
867400,Creswell,Washington,Creswell,NC,27928,South,232-57-9549,252-683-3737
354161,Casanova,Casanova,Casanova,VA,22017,South,641-29-9943,236-646-5436
906193,Ames,Dodge,Ames,NE,68621,Midwest,225-99-8157,308-303-1948
602041,South Lake Tahoe,El Dorado,South Lake Tahoe,CA,96152,West,327-11-9115,209-277-1616
514224,Richardson,Dallas,Richardson,TX,75080,South,383-37-6040,210-859-2715
834046,Portland,Multnomah,Portland,OR,97233,West,526-99-8096,503-959-7981
538803,Hancock,Addison,Hancock,VT,5748,Northeast,275-17-9161,802-982-1649
487412,Wardsboro,Windham,Wardsboro,VT,5355,Northeast,200-84-6800,802-929-8971
286281,North Newton,Harvey,North Newton,KS,67117,Midwest,297-15-2986,316-723-8265
788924,Lelia Lake,Donley,Lelia Lake,TX,79240,South,517-49-0656,210-766-5431
416576,South Beach,Lincoln,South Beach,OR,97366,West,158-23-2636,503-706-0989
960215,Lowndesville,Abbeville,Lowndesville,SC,29659,South,087-02-2019,803-947-9609
549513,Wichita,Sedgwick,Wichita,KS,67217,Midwest,712-18-5548,316-271-2147
509864,Midkiff,Lincoln,Midkiff,WV,25540,South,410-99-4072,304-792-0166
832966,Dallas,Dallas,Dallas,TX,75210,South,177-86-6630,210-631-2976
306746,Adkins,Bexar,Adkins,TX,78101,South,378-37-7236,210-219-7162
945031,Highland,Doniphan,Highland,KS,66035,Midwest,539-71-5918,316-420-8616
684637,San Jose,Santa Clara,San Jose,CA,95196,West,234-57-8075,209-788-7068
891328,Tonasket,Okanogan,Tonasket,WA,98855,West,696-16-8728,206-240-3118
383614,Richmond,Contra Costa,Richmond,CA,94850,West,577-53-0701,209-357-7761
180789,Amarillo,Potter,Amarillo,TX,79103,South,644-29-8319,210-915-4433
356050,Monterey Park,Los Angeles,Monterey Park,CA,91756,West,290-15-0680,209-729-3523
185465,Meridian,Lauderdale,Meridian,MS,39305,South,640-29-1045,228-838-9422
687184,Pelzer,Anderson,Pelzer,SC,29669,South,078-02-1441,803-501-0042
489916,Barnes City,Mahaska,Barnes City,IA,50027,Midwest,090-02-4009,319-725-8852
435833,Cook Springs,St. Clair,Cook Springs,AL,35052,South,387-33-3179,205-216-9412
702411,West Charleston,Orleans,West Charleston,VT,5872,Northeast,516-49-5225,802-758-2397
645244,Clayton,Norton,Clayton,KS,67629,Midwest,421-67-4265,316-413-5135
755710,Munfordville,Hart,Munfordville,KY,42765,South,639-29-6270,270-744-3635
329638,Mountain View,Kiowa,Mountain View,OK,73062,South,588-09-5147,405-474-7118
947428,Alexandria,Fairfax,Alexandria,VA,22321,South,141-23-7445,236-757-5051
353117,Harris,Rutherford,Harris,NC,28074,South,010-94-4764,252-580-6674
525537,Waterloo,DeKalb,Waterloo,IN,46793,Midwest,761-12-5423,219-292-3037
117598,Garden City,Glasscock,Garden City,TX,79739,South,464-99-9442,210-553-1524
957898,Mc Andrews,Pike,Mc Andrews,KY,41543,South,172-86-3413,270-515-2891
643106,Clearwater,Pinellas,Clearwater,FL,33758,South,144-23-4311,239-915-0793
691376,Boerne,Bexar,Boerne,TX,78015,South,040-15-3814,210-412-3816
290435,New Lisbon,Juneau,New Lisbon,WI,53950,Midwest,595-99-7201,262-530-0013
428318,South Bend,St. Joseph,South Bend,IN,46612,Midwest,562-99-3370,219-639-3924
709493,Waukee,Dallas,Waukee,IA,50263,Midwest,490-29-5058,319-957-6122
837051,Haxtun,Phillips,Haxtun,CO,80731,West,138-25-0825,303-473-5231
818907,Milesburg,Centre,Milesburg,PA,16853,Northeast,314-35-2843,215-603-2466
613084,Magee,Simpson,Magee,MS,39111,South,605-87-7083,228-862-8659
400205,Golden Gate,Wayne,Golden Gate,IL,62843,Midwest,620-85-4941,217-968-3796
363221,Meadowview,Washington,Meadowview,VA,24361,South,062-02-7865,236-271-9039
445473,Farmingdale,Nassau,Farmingdale,NY,11774,Northeast,719-18-9067,212-599-1268
229262,Dunreith,Henry,Dunreith,IN,47337,Midwest,389-33-8857,219-439-0105
952927,Denver,Denver,Denver,CO,80239,West,716-18-2675,303-637-7446
723502,Jal,Lea,Jal,NM,88252,West,051-02-3378,505-823-9498
642626,Mount Tremper,Ulster,Mount Tremper,NY,12457,Northeast,159-86-1857,212-268-1302
470485,Glendon,Glendon,Glendon,NC,27251,South,104-02-2525,252-753-3767
620100,Sandgap,Jackson,Sandgap,KY,40481,South,106-98-2757,270-875-3208
771679,Ravensdale,King,Ravensdale,WA,98051,West,040-15-7836,206-375-3366
904561,Springboro,Crawford,Springboro,PA,16435,Northeast,257-99-5473,215-385-9948
465279,Manton,Wexford,Manton,MI,49663,Midwest,769-02-6448,231-409-7655
293923,Amanda Park,Grays Harbor,Amanda Park,WA,98526,West,255-99-0466,206-821-9711
331158,Canoga Park,Los Angeles,Canoga Park,CA,91305,West,394-33-8746,209-794-9900
483286,Nova,Ashland,Nova,OH,44859,Midwest,618-87-7460,216-551-7092
957621,Scaly Mountain,Macon,Scaly Mountain,NC,28775,South,375-37-8525,252-440-2276
464683,Jackson,Hinds,Jackson,MS,39232,South,252-99-6860,228-338-8091
431073,Miami,Miami-Dade,Miami,FL,33156,South,437-99-5643,239-676-0860
346953,Mio,Oscoda,Mio,MI,48647,Midwest,377-37-3644,231-491-5115
209718,Cheyenne,Laramie,Cheyenne,WY,82010,West,128-98-1181,307-703-0638
179094,Milburn,Johnston,Milburn,OK,73450,South,563-99-3781,405-614-1979
209065,Philadelphia,Philadelphia,Philadelphia,PA,19193,Northeast,685-24-5095,215-240-0501
915973,Monterey,Berkshire,Monterey,MA,1245,Northeast,406-73-3131,339-756-8900
793674,Gilbert,Searcy,Gilbert,AR,72636,South,459-99-6374,479-978-8247
665291,Wesson,Copiah,Wesson,MS,39191,South,049-15-8851,228-862-7508
258503,Taunton,Lyon,Taunton,MN,56291,Midwest,585-99-5699,218-729-5582
910235,San Francisco,San Francisco,San Francisco,CA,94126,West,363-39-3308,209-521-5832
605376,Hunter,Garfield,Hunter,OK,74640,South,399-31-0595,405-673-3114
291167,Pismo Beach,San Luis Obispo,Pismo Beach,CA,93448,West,457-99-0475,209-419-3311
864600,Eugene,Lane,Eugene,OR,97405,West,062-02-3087,503-213-5361
862997,Des Moines,Polk,Des Moines,IA,50339,Midwest,133-98-4844,319-386-5790
989496,Livermore,Alameda,Livermore,CA,94550,West,543-81-9861,209-620-5745
411593,Harwood,Anne Arundel,Harwood,MD,20776,South,401-73-2834,240-448-0521
462737,Brimfield,Hampden,Brimfield,MA,1010,Northeast,207-84-4918,339-586-1596
634772,Talcott,Summers,Talcott,WV,24981,South,640-29-6690,304-477-1160
864491,Dunbar,Marinette,Dunbar,WI,54119,Midwest,051-02-4728,262-274-9148
771200,Campobello,Spartanburg,Campobello,SC,29322,South,638-29-0896,803-738-2771
541253,Appleton,Swift,Appleton,MN,56208,Midwest,319-11-5886,218-966-8544
704999,Houston,Harris,Houston,TX,77205,South,027-92-1078,210-743-6823
847603,Clark,Mercer,Clark,PA,16113,Northeast,426-99-5276,215-517-8831
462706,Port Edwards,Wood,Port Edwards,WI,54469,Midwest,302-15-5408,262-401-6193
988654,Scottsdale,Maricopa,Scottsdale,AZ,85258,West,130-98-2715,480-299-2964
130373,Dover Afb,Kent,Dover Afb,DE,19902,South,484-41-8518,302-562-0163
490970,Carlisle,Sullivan,Carlisle,IN,47838,Midwest,214-91-6120,219-457-2802
885253,Pingree,Stutsman,Pingree,ND,58476,Midwest,677-22-7898,701-575-9420
996402,Neeses,Orangeburg,Neeses,SC,29107,South,599-92-9158,803-754-4112
947623,Monango,Monango,Monango,ND,58471,Midwest,696-16-2807,701-832-1061
184402,Chicago,Cook,Chicago,IL,60701,Midwest,298-15-1406,217-724-1568
924964,Boone,Watauga,Boone,NC,28607,South,647-21-5676,252-622-3586
183909,South Milford,LaGrange,South Milford,IN,46786,Midwest,080-02-1003,219-823-3748
354069,Milwaukee,Milwaukee,Milwaukee,WI,53235,Midwest,329-11-6018,262-580-1902
613719,Clearmont,Sheridan,Clearmont,WY,82835,West,126-98-9809,307-676-8137
357718,Clyde,Nodaway,Clyde,MO,64432,Midwest,514-31-6832,314-432-2322
834650,Bankston,Fayette,Bankston,AL,35542,South,425-99-1066,205-728-6128
888177,Keithville,Caddo,Keithville,LA,71047,South,097-02-3509,225-355-7567
663522,Shawnee Mission,Johnson,Shawnee Mission,KS,66223,Midwest,723-18-9540,316-594-8018
807484,Masontown,Fayette,Masontown,PA,15461,Northeast,439-99-5238,215-617-1763
576715,Albany,Albany,Albany,NY,12242,Northeast,138-25-4196,212-780-1217
387891,Morganza,St. Mary's,Morganza,MD,20660,South,203-84-8916,240-454-9235
875533,Berkeley,Alameda,Berkeley,CA,94709,West,153-23-3337,209-892-2622
704654,Broken Arrow,Wagoner,Broken Arrow,OK,74014,South,474-55-5549,405-305-0917
396706,Towaoc,Montezuma,Towaoc,CO,81334,West,448-27-2273,303-586-9491
837859,Tilden,Randolph,Tilden,IL,62292,Midwest,359-08-9160,217-354-5956
906924,San Rafael,Marin,San Rafael,CA,94912,West,357-08-3470,209-822-9059
244379,Oxford,Chester,Oxford,PA,19363,Northeast,564-99-8197,215-897-0102
431394,Boston,Suffolk,Boston,MA,2205,Northeast,015-94-9208,339-398-6837
549982,Germantown,Montgomery,Germantown,MD,20875,South,537-71-9439,240-498-9881
766429,Wagner,Charles Mix,Wagner,SD,57380,Midwest,297-15-6740,605-401-1619
344898,Menasha,Winnebago,Menasha,WI,54952,Midwest,514-31-4401,262-331-7605
426061,Lakeville,Oakland,Lakeville,MI,48366,Midwest,194-86-5944,231-557-0480
788422,Burfordville,Cape Girardeau,Burfordville,MO,63739,Midwest,199-84-8237,314-336-6364
494903,Walhalla,Oconee,Walhalla,SC,29691,South,530-99-9481,803-483-3776
939209,Salem,Doña Ana,Salem,NM,87941,West,028-92-1156,505-467-5030
415047,Round Rock,Williamson,Round Rock,TX,78683,South,550-99-5454,210-932-0146
172373,Lyndora,Butler,Lyndora,PA,16045,Northeast,601-99-2315,215-641-3255
956982,Thompson,Audrain,Thompson,MO,65285,Midwest,172-86-2559,314-848-1508
377842,Bradenton,Manatee,Bradenton,FL,34280,South,198-84-6239,239-691-6475
735648,Parkin,Cross,Parkin,AR,72373,South,323-11-7743,479-214-8061
856621,El Dorado,El Dorado,El Dorado,CA,95623,West,224-99-1717,209-613-0906
410532,Mount Auburn,Christian,Mount Auburn,IL,62547,Midwest,664-22-6366,217-202-3290
387199,Louisville,Jefferson,Louisville,KY,40250,South,481-41-3213,270-716-8544
486442,Tucker,DeKalb,Tucker,GA,30085,South,709-18-4848,229-823-8954
712096,Shawnee Mission,Johnson,Shawnee Mission,KS,66219,Midwest,074-02-4769,316-574-2169
187207,Inverness,Citrus,Inverness,FL,34452,South,520-61-5831,239-875-0100
583435,Dallas,Dallas,Dallas,TX,75203,South,224-99-6415,210-477-0338
652292,Helena,Phillips,Helena,AR,72342,South,346-08-5835,479-699-0051
839764,Willow Grove,Montgomery,Willow Grove,PA,19090,Northeast,665-22-3076,215-575-2394
817441,Exton,Chester,Exton,PA,19341,Northeast,573-99-5412,215-622-5414
319686,Morton,Scott,Morton,MS,39117,South,165-86-5971,228-835-3458
340456,Sykeston,Wells,Sykeston,ND,58486,Midwest,576-99-1804,701-610-4897
862292,Wellsville,Montgomery,Wellsville,MO,63384,Midwest,500-29-6527,314-994-7660
155455,Oak Grove,West Carroll,Oak Grove,LA,71263,South,215-91-4097,225-352-4928
755512,Printer,Floyd,Printer,KY,41655,South,171-86-2782,270-820-6512
350036,Bismarck,Burleigh,Bismarck,ND,58503,Midwest,171-86-0883,701-642-9734
660160,Las Vegas,Clark,Las Vegas,NV,89122,West,616-87-8290,702-336-0209
615367,Mason,Grant,Mason,KY,41054,South,426-99-0408,270-879-5121
926340,Arvada,Jefferson,Arvada,CO,80004,West,750-20-3532,303-325-9009
741414,Northome,Koochiching,Northome,MN,56661,Midwest,614-87-3235,218-443-2049
552215,Bay Village,Cuyahoga,Bay Village,OH,44140,Midwest,033-92-9816,216-778-0829
629523,Switzer,Logan,Switzer,WV,25647,South,762-12-7395,304-446-1637
257355,Montrose,Los Angeles,Montrose,CA,91020,West,729-28-5689,209-842-6239
405704,Oconto,Custer,Oconto,NE,68860,Midwest,067-02-6051,308-284-0160
809563,Amarillo,Potter,Amarillo,TX,79174,South,311-35-5837,210-374-3466
551274,Long Island,Cumberland,Long Island,ME,4050,Northeast,034-92-7643,207-387-4048
410721,Fruitvale,Van Zandt,Fruitvale,TX,75127,South,424-65-2498,210-587-3396
411970,Allen,Floyd,Allen,KY,41601,South,157-23-8555,270-565-4887
502786,Commerce,Hunt,Commerce,TX,75429,South,232-57-9364,210-302-4566
779981,Golden,Jefferson,Golden,CO,80402,West,232-57-8265,303-562-4422
243913,Corpus Christi,Nueces,Corpus Christi,TX,78414,South,717-18-7988,210-900-8174
465563,Battletown,Meade,Battletown,KY,40104,South,701-18-7003,270-305-9552
126947,Ludowici,Long,Ludowici,GA,31316,South,351-08-6692,229-866-3074
997123,Spanaway,Pierce,Spanaway,WA,98387,West,342-11-5907,206-855-7332
768053,Rosiclare,Hardin,Rosiclare,IL,62982,Midwest,133-98-1970,217-347-0772
922004,Emigrant,Park,Emigrant,MT,59027,West,435-99-9680,406-754-9974
893257,Mount Vernon,Lawrence,Mount Vernon,MO,65712,Midwest,763-12-2396,314-394-0435
513516,Kingfield,Franklin,Kingfield,ME,4947,Northeast,179-86-1746,207-977-9846
550688,Washington,District of Columbia,Washington,DC,20003,South,090-02-5033,202-819-3883
578658,Norfolk,Norfolk (city),Norfolk,VA,23515,South,071-02-1904,236-383-4474
687401,Celina,Clay,Celina,TN,38551,South,224-99-4333,423-940-0594
616542,Roma,Starr,Roma,TX,78584,South,391-33-6488,210-262-1537
229674,Herron,Alpena,Herron,MI,49744,Midwest,373-37-3549,231-433-2702
910839,Dora,Ozark,Dora,MO,65637,Midwest,013-94-1023,314-589-3872
916771,Ellicott City,Howard,Ellicott City,MD,21041,South,117-98-8639,240-682-9996
917366,Bulls Gap,Hawkins,Bulls Gap,TN,37711,South,191-86-5375,423-370-4473
138184,Winterville,Aroostook,Winterville,ME,4788,Northeast,671-48-4672,207-629-4925
752368,Stotts City,Lawrence,Stotts City,MO,65756,Midwest,353-08-1417,314-595-1489
246567,Albany,Albany,Albany,NY,12214,Northeast,522-99-4735,212-424-7589
364826,Woodbury,Litchfield,Woodbury,CT,6798,Northeast,368-39-3176,203-486-3225
818588,Slayden,Dickson,Slayden,TN,37165,South,526-99-1338,423-674-0748
976130,Monroeton,Bradford,Monroeton,PA,18832,Northeast,124-98-9497,215-448-3144
113693,River Ranch,Polk,River Ranch,FL,33867,South,274-17-0320,239-494-4816
259326,Pattison,Claiborne,Pattison,MS,39144,South,270-17-9193,228-819-4863
203015,Frankfort,Franklin,Frankfort,KY,40604,South,143-23-7259,270-958-2865
507960,Gainesville,Alachua,Gainesville,FL,32611,South,311-35-8706,239-520-7157
685086,North Bloomfield,Trumbull,North Bloomfield,OH,44450,Midwest,731-28-6376,216-246-5622
377827,Pilgrims Knob,Buchanan,Pilgrims Knob,VA,24634,South,078-02-2260,236-204-8958
793908,Hookerton,Greene,Hookerton,NC,28538,South,347-08-1937,252-298-6471
562756,Grand Forks,Grand Forks,Grand Forks,ND,58203,Midwest,091-02-4518,701-608-4351
593831,Aldenville,Wayne,Aldenville,PA,18401,Northeast,499-29-2165,215-459-6453
654413,Algonquin,McHenry,Algonquin,IL,60102,Midwest,030-92-5739,217-901-7580
177908,Saint Petersburg,Pinellas,Saint Petersburg,FL,33715,South,350-08-5646,239-934-9263
213923,Oldfield,Christian,Oldfield,MO,65720,Midwest,599-92-9436,314-636-8044
453046,Macomb,Macomb,Macomb,MI,48042,Midwest,701-18-0232,231-235-6255
416395,Cubero,Cibola,Cubero,NM,87014,West,454-99-2528,505-696-5299
428638,Pecks Mill,Logan,Pecks Mill,WV,25547,South,732-28-4448,304-632-1436
185040,Interlochen,Grand Traverse,Interlochen,MI,49643,Midwest,389-33-7998,231-749-4057
369773,Springfield,Greene,Springfield,MO,65804,Midwest,453-99-1401,314-503-6472
509313,Madison Lake,Blue Earth,Madison Lake,MN,56063,Midwest,225-99-0053,218-396-9186
842810,Ucon,Bonneville,Ucon,ID,83454,West,473-55-5183,208-484-5684
641526,Bowman,Orangeburg,Bowman,SC,29018,South,751-18-1771,803-321-0711
347756,White Oak,Raleigh,White Oak,WV,25989,South,657-36-9778,304-318-1051
310825,Brunsville,Plymouth,Brunsville,IA,51008,Midwest,555-99-5270,319-538-8810
676338,Augusta,Richmond,Augusta,GA,30914,South,682-24-0473,229-906-7203
982306,Hodgenville,Larue,Hodgenville,KY,42748,South,344-11-4353,270-948-8824
912439,Redwood City,San Mateo,Redwood City,CA,94065,West,188-86-7753,209-757-6435
300153,Sugar Land,Fort Bend,Sugar Land,TX,77479,South,466-99-9670,210-981-6244
324892,Bremerton,Kitsap,Bremerton,WA,98310,West,085-02-3722,206-338-3690
742590,Hamletsburg,Pope,Hamletsburg,IL,62944,Midwest,624-85-6374,217-853-1719
402636,Amber,Grady,Amber,OK,73004,South,456-99-0995,405-324-1571
405301,Spencer,Boyd,Spencer,NE,68777,Midwest,562-99-4275,308-810-6055
948900,Lansing,Ingham,Lansing,MI,48937,Midwest,328-11-4113,231-446-5337
718875,Mesquite,Clark,Mesquite,NV,89027,West,428-99-0496,702-883-5215
484415,Valley Home,Valley Home,Valley Home,CA,95384,West,111-98-3451,209-847-7903
350283,Bledsoe,Cochran,Bledsoe,TX,79314,South,766-04-4634,210-534-5316
765212,Oklahoma City,Oklahoma,Oklahoma City,OK,73114,South,648-58-1614,405-523-4842
760606,Miami,Miami-Dade,Miami,FL,33166,South,544-81-6410,239-710-7632
331661,Islesford,Hancock,Islesford,ME,4646,Northeast,331-11-2354,207-380-9378
224563,Sacramento,Sacramento,Sacramento,CA,95864,West,274-17-5831,209-489-3595
