439483,Mr.,Adalberto,K,Hazel,M,adalberto.hazel@yahoo.co.in,Frank Hazel,Elizabet Hazel,Bolt,12-08-1959,10:28:20 PM,66,4/27/1995,Q2,H1,1995,4,April,Apr,27,Thursday,Thu,22.27,120471,1001
809408,Mr.,Seymour,B,Nelson,M,seymour.nelson@hotmail.com,Isaiah Nelson,Novella Nelson,Chilton,1/21/1996,1:09:30 AM,63,07-02-2017,Q3,H2,2017,7,July,Jul,2,Sunday,Sun,0.07,77853,1001
748190,Mr.,Vicente,D,Dawkins,M,vicente.dawkins@gmail.com,Barrett Dawkins,Alva Dawkins,Mcvay,6/17/1994,6:35:10 AM,62,07-02-2016,Q3,H2,2016,7,July,Jul,2,Saturday,Sat,1.07,169446,1001
397283,Mr.,Rex,Q,Ng,M,rex.ng@yahoo.com,Rene Ng,Beata Ng,Gayle,8/22/1982,12:27:12 AM,68,1/17/2007,Q1,H1,2007,1,January,Jan,17,Wednesday,Wed,10.53,153446,1001
553684,Drs.,Arlena,I,Clough,F,arlena.clough@yahoo.com,Willy Clough,Brinda Clough,Bates,10/15/1957,4:37:26 PM,48,12/26/2015,Q4,H2,2015,12,December,Dec,26,Saturday,Sat,1.59,95109,1001
495667,Mr.,Cory,H,Clarke,M,cory.clarke@shell.com,Lynwood Clarke,Fallon Clarke,Velez,06-02-1980,11:41:07 PM,89,4/27/2012,Q2,H1,2012,4,April,Apr,27,Friday,Fri,5.25,179134,2001
936158,Mrs.,Sofia,Y,Poole,F,sofia.poole@earthlink.net,Leigh Poole,Na Poole,Luce,12-03-1964,2:56:54 PM,43,7/18/1993,Q3,H2,1993,7,July,Jul,18,Sunday,Sun,24.04,150019,2001
537591,Dr.,Samuel,G,Wendt,M,samuel.wendt@bellsouth.net,Danial Wendt,Tandra Wendt,Derosa,11/25/1976,6:09:32 AM,72,2/24/2016,Q1,H1,2016,2,February,Feb,24,Wednesday,Wed,1.42,198487,1001
909018,Mr.,Virgil,R,Trowbridge,M,virgil.trowbridge@aol.com,Francisco Trowbridge,Chasidy Trowbridge,Soto,04-06-1986,5:02:37 AM,73,11/21/2016,Q4,H2,2016,11,November,Nov,21,Monday,Mon,0.68,199714,1001
878666,Ms.,Elda,Y,Champagne,F,elda.champagne@gmail.com,Roderick Champagne,Bok Champagne,Garrison,5/21/1983,7:40:21 PM,50,11-08-2016,Q4,H2,2016,11,November,Nov,8,Tuesday,Tue,0.72,146140,1001
995710,Mr.,Robert,G,Guinn,M,robert.guinn@walmart.com,Samual Guinn,Jona Guinn,Cobb,6/14/1972,12:00:21 AM,67,01-08-1997,Q1,H1,1997,1,January,Jan,8,Wednesday,Wed,20.56,86539,1001
511059,Prof.,Humberto,W,Sauer,M,humberto.sauer@yahoo.com,Donte Sauer,Lucy Sauer,Truitt,04-11-1989,3:31:39 PM,66,11-12-2012,Q4,H2,2012,11,November,Nov,12,Monday,Mon,4.71,116308,3001
754455,Mrs.,Anastasia,N,Childers,F,anastasia.childers@hotmail.com,Adalberto Childers,Beryl Childers,Mcneely,12/20/1988,9:51:43 PM,42,2/26/2011,Q1,H1,2011,2,February,Feb,26,Saturday,Sat,6.42,184099,1001
489275,Ms.,Collene,O,Kidd,F,collene.kidd@shell.com,Rene Kidd,Lili Kidd,Knight,2/25/1965,2:51:56 PM,50,8/14/1993,Q3,H2,1993,8,August,Aug,14,Saturday,Sat,23.97,59428,1001
500905,Hon.,Harris,Z,Beavers,M,harris.beavers@shell.com,Henry Beavers,Birgit Beavers,Mcinnis,9/14/1970,1:15:51 PM,87,1/29/1999,Q1,H1,1999,1,January,Jan,29,Friday,Fri,18.51,147337,2001
984409,Ms.,Kathe,B,John,F,kathe.john@gmail.com,Francis John,Sharmaine John,Labbe,6/15/1992,3:44:33 AM,45,12/28/2013,Q4,H2,2013,12,December,Dec,28,Saturday,Sat,3.58,91921,2001
812053,Ms.,Ashly,E,Stanton,F,ashly.stanton@gmail.com,Barney Stanton,Vanna Stanton,Sumner,12/13/1992,8:47:46 AM,52,02-10-2014,Q1,H1,2014,2,February,Feb,10,Monday,Mon,3.46,143236,1001
550206,Mr.,Geraldo,E,Easley,M,geraldo.easley@shaw.ca,Johnson Easley,Alessandra Easley,Larson,3/28/1974,3:01:29 PM,82,05-06-2002,Q2,H1,2002,5,May,May,6,Monday,Mon,15.24,84087,1001
728053,Mr.,Leigh,R,Fite,M,leigh.fite@gmail.com,Lyle Fite,Arie Fite,Arteaga,7/16/1967,2:51:34 PM,81,06-03-2004,Q2,H1,2004,6,June,Jun,3,Thursday,Thu,13.16,87149,1001
184257,Ms.,Devon,I,Knox,F,devon.knox@gmail.com,Wilbert Knox,Hildegard Knox,Lacey,3/24/1979,3:49:34 AM,50,09-03-2005,Q3,H2,2005,9,September,Sep,3,Saturday,Sat,11.91,111117,1001
235295,Ms.,Yevette,D,Mullis,F,yevette.mullis@gmail.com,Graham Mullis,Regena Mullis,Ceja,04-08-1972,7:42:24 AM,54,10/14/1995,Q4,H2,1995,10,October,Oct,14,Saturday,Sat,21.8,129752,3001
767674,Mrs.,Irena,Z,Dang,F,irena.dang@gmail.com,Kim Dang,Joseph Dang,Shockley,1/22/1972,10:13:42 AM,49,2/24/2009,Q1,H1,2009,2,February,Feb,24,Tuesday,Tue,8.43,192236,1001
391837,Mr.,Cory,L,Hayden,M,cory.hayden@gmail.com,Louis Hayden,Kathi Hayden,Billups,7/20/1966,2:20:34 AM,66,3/31/1992,Q1,H1,1992,3,March,Mar,31,Tuesday,Tue,25.34,79619,1001
466560,Hon.,Dolores,A,Begley,F,dolores.begley@hotmail.com,Wilmer Begley,Jaqueline Begley,Goldman,12/16/1981,12:33:46 PM,58,3/21/2016,Q1,H1,2016,3,March,Mar,21,Monday,Mon,1.35,182967,4001
900756,Mr.,Benjamin,O,Doss,M,benjamin.doss@gmail.com,Chong Doss,Luetta Doss,Nagle,06-01-1984,3:21:27 AM,68,3/31/2010,Q1,H1,2010,3,March,Mar,31,Wednesday,Wed,7.33,126429,4001
678628,Hon.,Theron,I,Farmer,M,theron.farmer@gmail.com,Josh Farmer,Barb Farmer,Yates,5/16/1969,11:18:04 PM,80,07-08-2015,Q3,H2,2015,7,July,Jul,8,Wednesday,Wed,2.06,85523,2001
492527,Mr.,Hilton,N,Mcgehee,M,hilton.mcgehee@microsoft.com,Elden Mcgehee,Lorena Mcgehee,Hurtado,7/26/1986,12:35:58 AM,65,3/18/2009,Q1,H1,2009,3,March,Mar,18,Wednesday,Wed,8.37,149794,2001
886060,Ms.,Sixta,J,Beaudoin,F,sixta.beaudoin@gmail.com,Tyrell Beaudoin,Diedra Beaudoin,Guillory,03-04-1975,5:34:44 PM,45,2/29/2004,Q1,H1,2004,2,February,Feb,29,Sunday,Sun,13.42,122324,2001
366431,Ms.,Sade,U,Shay,F,sade.shay@gmail.com,Roosevelt Shay,Arlena Shay,Browne,12-06-1994,12:32:47 AM,42,1/20/2016,Q1,H1,2016,1,January,Jan,20,Wednesday,Wed,1.52,58708,1001
331297,Mrs.,Shemika,E,Beckman,F,shemika.beckman@hotmail.com,Travis Beckman,Cameron Beckman,Trent,10/18/1967,12:35:30 AM,46,02-07-2003,Q1,H1,2003,2,February,Feb,7,Friday,Fri,14.48,117633,3001
496541,Mr.,Winfred,X,Gonzales,M,winfred.gonzales@aol.com,Emil Gonzales,Carlena Gonzales,Maldonado,03-10-1964,2:53:30 PM,76,1/18/2016,Q1,H1,2016,1,January,Jan,18,Monday,Mon,1.53,126630,1001
654617,Mr.,Rogelio,Z,Woodall,M,rogelio.woodall@gmail.com,Cleveland Woodall,Kali Woodall,Ontiveros,12/19/1972,12:42:22 PM,87,12/22/1996,Q4,H2,1996,12,December,Dec,22,Sunday,Sun,20.61,172325,1001
163409,Mr.,Damion,C,Rafferty,M,damion.rafferty@yahoo.com,Jarod Rafferty,Mi Rafferty,Wenger,10/27/1974,5:17:28 PM,60,3/20/2015,Q1,H1,2015,3,March,Mar,20,Friday,Fri,2.36,167184,4001
299088,Mr.,Dannie,I,Catron,M,dannie.catron@earthlink.net,Dana Catron,Tonie Catron,Daily,4/20/1979,10:54:29 PM,86,10/13/2016,Q4,H2,2016,10,October,Oct,13,Thursday,Thu,0.79,176777,4001
961442,Hon.,Stephan,M,Titus,M,stephan.titus@hotmail.com,Garrett Titus,Pamelia Titus,Delgadillo,03-07-1968,3:29:11 PM,61,10/17/2009,Q4,H2,2009,10,October,Oct,17,Saturday,Sat,7.78,115488,4001
155097,Mr.,Dorian,J,Sage,M,dorian.sage@shaw.ca,Stevie Sage,Lawanna Sage,Peltier,7/27/1970,7:38:06 PM,59,7/14/1992,Q3,H2,1992,7,July,Jul,14,Tuesday,Tue,25.05,66883,4001
976422,Mr.,Jake,W,Espinal,M,jake.espinal@shaw.ca,Edmundo Espinal,Charlott Espinal,Duran,1/19/1959,5:29:05 PM,71,9/25/2003,Q3,H2,2003,9,September,Sep,25,Thursday,Thu,13.85,140108,2001
138911,Mr.,Claudio,L,Heck,M,claudio.heck@aol.com,Fausto Heck,Meta Heck,Fonseca,9/28/1967,7:47:20 AM,74,5/14/2005,Q2,H1,2005,5,May,May,14,Saturday,Sat,12.21,48198,2001
160938,Prof.,Marcel,X,Trotter,M,marcel.trotter@aol.com,Stefan Trotter,Claude Trotter,Bower,02-01-1985,9:09:22 AM,78,4/25/2006,Q2,H1,2006,4,April,Apr,25,Tuesday,Tue,11.27,50635,2001
399707,Prof.,Dillon,Y,Dominguez,M,dillon.dominguez@gmail.com,Wilton Dominguez,Alease Dominguez,Packer,10/22/1963,11:42:20 AM,87,1/29/2015,Q1,H1,2015,1,January,Jan,29,Thursday,Thu,2.5,53198,1001
713294,Mr.,Sammy,Y,Dewitt,M,sammy.dewitt@ibm.com,Issac Dewitt,Laurene Dewitt,Moniz,1/24/1988,11:36:18 AM,89,12-05-2014,Q4,H2,2014,12,December,Dec,5,Friday,Fri,2.65,45889,3001
627298,Mr.,Sterling,A,Serna,M,sterling.serna@hotmail.com,Emery Serna,Stephine Serna,Pulido,4/15/1985,1:58:46 PM,81,11/17/2015,Q4,H2,2015,11,November,Nov,17,Tuesday,Tue,1.7,136675,1001
709884,Mrs.,Ivonne,K,Manning,F,ivonne.manning@yahoo.ca,Wilbert Manning,Treva Manning,Earl,9/13/1977,8:10:53 PM,50,6/29/2002,Q2,H1,2002,6,June,Jun,29,Saturday,Sat,15.09,87746,1001
932773,Hon.,Clair,E,Harwell,M,clair.harwell@bp.com,Jerrod Harwell,Tracie Harwell,Lafferty,08-11-1968,10:02:06 PM,87,4/14/1991,Q2,H1,1991,4,April,Apr,14,Sunday,Sun,26.31,194249,4001
796605,Ms.,Jenni,A,Goolsby,F,jenni.goolsby@gmail.com,Titus Goolsby,Song Goolsby,Edge,5/13/1971,1:49:52 PM,57,10-10-2005,Q4,H2,2005,10,October,Oct,10,Monday,Mon,11.81,185593,4001
885395,Hon.,Tayna,K,Poston,F,tayna.poston@yahoo.ca,Nelson Poston,Vivien Poston,Dolan,1/15/1958,12:08:42 AM,58,1/30/2016,Q1,H1,2016,1,January,Jan,30,Saturday,Sat,1.49,149011,3001
411503,Prof.,Vern,F,Mackenzie,M,vern.mackenzie@gmail.com,Jame Mackenzie,Claudette Mackenzie,Nicholas,07-03-1982,12:28:39 PM,73,12/31/2016,Q4,H2,2016,12,December,Dec,31,Saturday,Sat,0.57,76401,3001
622405,Mr.,Harrison,X,Hawk,M,harrison.hawk@hotmail.co.uk,Vincent Hawk,Obdulia Hawk,Weber,7/19/1962,9:56:00 AM,67,6/26/2006,Q2,H1,2006,6,June,Jun,26,Monday,Mon,11.1,191292,3001
233136,Mr.,Preston,U,Tribble,M,preston.tribble@exxonmobil.com,Jared Tribble,Apolonia Tribble,Meeker,11-04-1979,11:16:34 PM,76,3/20/2004,Q1,H1,2004,3,March,Mar,20,Saturday,Sat,13.36,185438,3001
170637,Ms.,Aleen,S,Araujo,F,aleen.araujo@gmail.com,Franklyn Araujo,Coleen Araujo,Bettis,05-10-1978,3:53:14 PM,58,11-07-2004,Q4,H2,2004,11,November,Nov,7,Sunday,Sun,12.73,56546,5001
215719,Mr.,Brent,U,Carrillo,M,brent.carrillo@aol.com,Jasper Carrillo,Dorthea Carrillo,Russo,04-02-1973,6:04:16 AM,52,3/30/2013,Q1,H1,2013,3,March,Mar,30,Saturday,Sat,4.33,192586,5001
452163,Mr.,Adalberto,Y,Tate,M,adalberto.tate@shaw.ca,Manuel Tate,Mellissa Tate,Morrison,3/31/1982,12:25:19 AM,85,8/15/2009,Q3,H2,2009,8,August,Aug,15,Saturday,Sat,7.96,46371,2001
572204,Mr.,Rafael,R,Weeks,M,rafael.weeks@gmail.com,Lucien Weeks,Renata Weeks,Dobson,06-07-1992,8:34:39 AM,56,10/31/2016,Q4,H2,2016,10,October,Oct,31,Monday,Mon,0.74,49301,2001
779517,Hon.,Aurea,H,Pullen,F,aurea.pullen@gmail.com,Darrick Pullen,Arthur Pullen,Crain,7/22/1973,2:00:02 AM,55,10/25/2016,Q4,H2,2016,10,October,Oct,25,Tuesday,Tue,0.76,137648,1001
844157,Hon.,Ramiro,Q,Holguin,M,ramiro.holguin@gmail.com,Rosendo Holguin,Lieselotte Holguin,Bowens,06-01-1958,5:44:07 AM,62,11/18/2002,Q4,H2,2002,11,November,Nov,18,Monday,Mon,14.7,171193,1001
312726,Drs.,Celine,C,Lumpkin,F,celine.lumpkin@gmail.com,Modesto Lumpkin,Markita Lumpkin,Parent,12/31/1986,2:10:31 PM,59,1/22/2008,Q1,H1,2008,1,January,Jan,22,Tuesday,Tue,9.52,124808,4001
419549,Mr.,Bryant,L,Naylor,M,bryant.naylor@hotmail.com,Scott Naylor,Yulanda Naylor,Foltz,7/19/1993,3:41:28 AM,63,10/21/2014,Q4,H2,2014,10,October,Oct,21,Tuesday,Tue,2.77,131219,4001
505927,Hon.,Oswaldo,U,Winchester,M,oswaldo.winchester@gmail.com,Scotty Winchester,Emilee Winchester,Justus,04-08-1959,8:52:49 PM,81,09-11-1989,Q3,H2,1989,9,September,Sep,11,Monday,Mon,27.9,100218,5001
526254,Mrs.,Kacy,G,Crandall,F,kacy.crandall@hotmail.com,Zackary Crandall,Glenn Crandall,Lindberg,09-08-1961,11:57:32 AM,60,12/25/1983,Q4,H2,1983,12,December,Dec,25,Sunday,Sun,33.61,178521,5001
460226,Mr.,Brock,E,Hutcherson,M,brock.hutcherson@hotmail.com,Solomon Hutcherson,Chi Hutcherson,Hurst,03-06-1995,12:34:52 AM,74,10/16/2016,Q4,H2,2016,10,October,Oct,16,Sunday,Sun,0.78,137705,4001
840113,Mr.,Ramiro,N,Conover,M,ramiro.conover@earthlink.net,Johnie Conover,Evan Conover,Wu,7/26/1992,5:56:17 AM,69,9/16/2016,Q3,H2,2016,9,September,Sep,16,Friday,Fri,0.86,187877,5001
432820,Mr.,Myron,N,Marble,M,myron.marble@gmail.com,Barton Marble,Kathryne Marble,Callaway,12/13/1980,12:15:13 PM,73,06-12-2004,Q2,H1,2004,6,June,Jun,12,Saturday,Sat,13.13,164189,5001
957596,Mr.,Freeman,H,Kern,M,freeman.kern@gmail.com,Landon Kern,Susannah Kern,Allred,07-11-1963,8:59:17 AM,89,05-10-1987,Q2,H1,1987,5,May,May,10,Sunday,Sun,30.24,124776,1001
530134,Mr.,Mathew,O,Whitfield,M,mathew.whitfield@gmail.com,Herbert Whitfield,Tresa Whitfield,Moriarty,10-09-1986,10:05:23 PM,50,8/25/2015,Q3,H2,2015,8,August,Aug,25,Tuesday,Tue,1.93,84449,4001
316372,Mr.,Alexander,C,Goad,M,alexander.goad@cox.net,Enoch Goad,Suzi Goad,Block,5/21/1965,4:15:24 AM,52,7/24/1994,Q3,H2,1994,7,July,Jul,24,Sunday,Sun,23.03,71123,4001
501658,Ms.,Renee,X,Beverly,F,renee.beverly@rediffmail.com,Fredric Beverly,Tyesha Beverly,Barrows,07-01-1977,2:19:44 PM,60,7/18/2015,Q3,H2,2015,7,July,Jul,18,Saturday,Sat,2.03,104020,5001
147133,Hon.,Tommie,B,Weller,M,tommie.weller@cox.net,Pat Weller,Zenaida Weller,Martindale,08-09-1959,11:24:22 AM,64,7/15/2002,Q3,H2,2002,7,July,Jul,15,Monday,Mon,15.05,136568,5001
551149,Mr.,Michale,Q,Colson,M,michale.colson@comcast.net,Brenton Colson,Chanelle Colson,Parris,11/18/1961,6:54:59 AM,76,8/20/2002,Q3,H2,2002,8,August,Aug,20,Tuesday,Tue,14.95,115204,4001
595558,Ms.,Denisha,Z,Fitch,F,denisha.fitch@msn.com,Cornelius Fitch,Kacy Fitch,Newcomb,10/21/1990,12:49:32 AM,57,4/28/2017,Q2,H1,2017,4,April,Apr,28,Friday,Fri,0.25,140459,4001
637407,Mr.,Napoleon,G,Kelsey,M,napoleon.kelsey@hotmail.com,Dominic Kelsey,Marci Kelsey,Wendt,08-07-1995,11:47:06 AM,50,12-08-2016,Q4,H2,2016,12,December,Dec,8,Thursday,Thu,0.64,91209,3001
597741,Drs.,Tonya,F,Wilson,F,tonya.wilson@aol.com,Louis Wilson,Shella Wilson,Mcadams,4/27/1980,7:45:56 PM,51,01-07-2013,Q1,H1,2013,1,January,Jan,7,Monday,Mon,4.56,109416,3001
403534,Hon.,Clement,U,Hidalgo,M,clement.hidalgo@gmail.com,Laurence Hidalgo,Juli Hidalgo,Alvarado,03-09-1960,2:45:55 PM,57,02-11-1988,Q1,H1,1988,2,February,Feb,11,Thursday,Thu,29.48,113419,3001
314661,Mrs.,Charles,A,Quintero,F,charles.quintero@gmail.com,Alfonso Quintero,Lissa Quintero,Close,3/27/1958,1:47:24 PM,57,12/22/2012,Q4,H2,2012,12,December,Dec,22,Saturday,Sat,4.6,115542,3001
317987,Drs.,Chastity,U,Pineda,F,chastity.pineda@shaw.ca,Harland Pineda,Deloras Pineda,Dulaney,05-09-1975,8:28:49 AM,40,6/19/2010,Q2,H1,2010,6,June,Jun,19,Saturday,Sat,7.11,136780,5001
820109,Mrs.,Verna,Q,Michaud,F,verna.michaud@gmail.com,Lester Michaud,Larraine Michaud,Neeley,05-04-1993,1:23:32 AM,42,10/20/2015,Q4,H2,2015,10,October,Oct,20,Tuesday,Tue,1.77,100243,5001
388558,Mr.,Alfred,O,Beamon,M,alfred.beamon@gmail.com,Saul Beamon,Jeanne Beamon,Stoddard,07-07-1963,2:01:26 AM,73,3/22/2003,Q1,H1,2003,3,March,Mar,22,Saturday,Sat,14.36,118321,2001
403207,Mrs.,Michal,T,Maurer,F,michal.maurer@yahoo.com,Brian Maurer,Shenna Maurer,Galvin,12-08-1976,7:21:35 PM,45,05-01-2000,Q2,H1,2000,5,May,May,1,Monday,Mon,17.25,48687,2001
143711,Drs.,Wenona,X,Carmichael,F,wenona.carmichael@yahoo.com,Ryan Carmichael,Debbie Carmichael,Yazzie,8/31/1964,11:59:58 PM,51,8/31/2005,Q3,H2,2005,8,August,Aug,31,Wednesday,Wed,11.92,53789,1001
402180,Mr.,Allan,V,Bernhardt,M,allan.bernhardt@gmail.com,Brady Bernhardt,Mimi Bernhardt,Clough,1/24/1962,6:42:37 AM,52,01-02-1987,Q1,H1,1987,1,January,Jan,2,Friday,Fri,30.59,119879,1001
242388,Mrs.,Nam,Y,Schmidt,F,nam.schmidt@yahoo.co.uk,Dillon Schmidt,Tiesha Schmidt,Washington,04-08-1993,10:06:45 AM,60,1/27/2016,Q1,H1,2016,1,January,Jan,27,Wednesday,Wed,1.5,147420,4001
819367,Ms.,Yolande,B,Piper,F,yolande.piper@gmail.com,Son Piper,Lynsey Piper,Hemphill,10-09-1966,8:04:38 PM,54,4/14/1998,Q2,H1,1998,4,April,Apr,14,Tuesday,Tue,19.3,57365,4001
962291,Mr.,Whitney,Q,Shipman,M,whitney.shipman@gmail.com,Hershel Shipman,Pura Shipman,Adam,10/26/1982,12:46:11 AM,68,5/18/2007,Q2,H1,2007,5,May,May,18,Friday,Fri,10.2,99825,5001
856379,Hon.,Terence,B,Ferro,M,terence.ferro@gmail.com,Gregory Ferro,Arleen Ferro,Haro,1/18/1982,1:36:16 PM,66,4/23/2015,Q2,H1,2015,4,April,Apr,23,Thursday,Thu,2.27,125561,5001
149972,Hon.,Alberto,G,Riley,M,alberto.riley@gmail.com,Matthew Riley,Malena Riley,Munoz,1/13/1974,6:05:07 AM,85,12/17/2004,Q4,H2,2004,12,December,Dec,17,Friday,Fri,12.62,59008,4001
174955,Ms.,Jacqueline,J,Burk,F,jacqueline.burk@verizon.net,Gary Burk,Genevie Burk,Mayers,6/28/1989,1:20:27 PM,57,9/23/2012,Q3,H2,2012,9,September,Sep,23,Sunday,Sun,4.85,96703,5001
549389,Mr.,Clemente,M,Gould,M,clemente.gould@hotmail.com,Arden Gould,Ngoc Gould,Thao,12/31/1961,8:17:04 AM,81,10-02-1992,Q4,H2,1992,10,October,Oct,2,Friday,Fri,24.84,59506,5001
466832,Mrs.,Chang,K,Roden,F,chang.roden@yahoo.com,Marco Roden,Bridgette Roden,Stauffer,09-07-1988,11:04:09 AM,51,08-06-2010,Q3,H2,2010,8,August,Aug,6,Friday,Fri,6.98,53430,1001
203380,Mr.,Marvin,R,Nickel,M,marvin.nickel@ibm.com,Robbie Nickel,Margaretta Nickel,Cross,11/25/1986,11:30:21 AM,87,10-06-2012,Q4,H2,2012,10,October,Oct,6,Saturday,Sat,4.81,94656,4001
915991,Mrs.,Eldora,Y,Tribble,F,eldora.tribble@earthlink.net,Trenton Tribble,Maile Tribble,Perales,5/29/1995,3:18:53 AM,54,10/17/2016,Q4,H2,2016,10,October,Oct,17,Monday,Mon,0.78,91984,4001
289172,Ms.,Azzie,L,Layman,F,azzie.layman@hotmail.co.uk,Chad Layman,Hermine Layman,Bundy,09-06-1961,7:29:37 PM,56,3/26/2004,Q1,H1,2004,3,March,Mar,26,Friday,Fri,13.35,126984,5001
914365,Mr.,Titus,M,Latimer,M,titus.latimer@gmail.com,Quincy Latimer,Maragaret Latimer,Andrus,7/24/1971,1:09:49 AM,57,06-01-1998,Q2,H1,1998,6,June,Jun,1,Monday,Mon,19.17,51037,4001
971242,Mrs.,Shantell,R,Long,F,shantell.long@gmail.com,Benedict Long,Robbin Long,Oleary,2/26/1977,10:30:27 AM,41,11-03-2006,Q4,H2,2006,11,November,Nov,3,Friday,Fri,10.74,181720,4001
503248,Ms.,Cameron,N,Irvin,F,cameron.irvin@yahoo.com,Isaiah Irvin,Olympia Irvin,Blankenship,10/18/1959,9:49:35 AM,50,3/18/2011,Q1,H1,2011,3,March,Mar,18,Friday,Fri,6.37,111147,3001
521540,Mr.,Virgilio,G,Messer,M,virgilio.messer@aol.com,Stanford Messer,Annemarie Messer,Wingfield,3/25/1993,8:36:07 PM,55,3/17/2017,Q1,H1,2017,3,March,Mar,17,Friday,Fri,0.36,68439,3001
790395,Ms.,Eboni,S,Lujan,F,eboni.lujan@hotmail.com,Johnathon Lujan,Ute Lujan,Lai,12/15/1993,7:09:06 PM,42,02-11-2017,Q1,H1,2017,2,February,Feb,11,Saturday,Sat,0.46,109836,3001
734861,Mr.,Ward,H,Gauthier,M,ward.gauthier@hotmail.com,Boris Gauthier,Towanda Gauthier,Hicks,8/22/1968,12:11:31 PM,71,10/29/2015,Q4,H2,2015,10,October,Oct,29,Thursday,Thu,1.75,75831,3001
592815,Mrs.,Yasuko,A,Gandy,F,yasuko.gandy@gmail.com,Clifford Gandy,Chun Gandy,Lemaster,05-06-1980,2:43:06 PM,57,08-07-2013,Q3,H2,2013,8,August,Aug,7,Wednesday,Wed,3.98,97289,5001
556008,Mr.,Agustin,W,Eden,M,agustin.eden@yahoo.co.in,Herb Eden,Mai Eden,Ahern,06-05-1961,6:06:06 AM,73,03-01-2015,Q1,H1,2015,3,March,Mar,1,Sunday,Sun,2.41,184585,5001
888597,Mrs.,Sunny,U,Mccreary,F,sunny.mccreary@rediffmail.com,German Mccreary,Joannie Mccreary,Handy,6/21/1978,3:57:58 AM,50,10-07-2005,Q4,H2,2005,10,October,Oct,7,Friday,Fri,11.81,57688,2001
946550,Ms.,Janyce,U,Hollenbeck,F,janyce.hollenbeck@gmail.com,Jeffry Hollenbeck,Ollie Hollenbeck,Sonnier,4/30/1966,9:13:58 PM,55,1/20/1990,Q1,H1,1990,1,January,Jan,20,Saturday,Sat,27.54,183408,2001
438869,Dr.,Bernardo,T,Caron,M,bernardo.caron@cox.net,Hipolito Caron,Sherryl Caron,Combs,11-01-1984,5:29:18 AM,65,01-02-2008,Q1,H1,2008,1,January,Jan,2,Wednesday,Wed,9.58,121161,1001
685600,Hon.,Leon,G,Keeling,M,leon.keeling@gmail.com,Lionel Keeling,Aretha Keeling,Burchfield,10/13/1995,11:54:45 PM,57,12/25/2016,Q4,H2,2016,12,December,Dec,25,Sunday,Sun,0.59,73165,1001
829901,Dr.,Walker,H,Foley,M,walker.foley@hotmail.com,Agustin Foley,Shawna Foley,Linville,5/14/1960,8:49:21 PM,78,8/24/2002,Q3,H2,2002,8,August,Aug,24,Saturday,Sat,14.94,71361,4001
354626,Mr.,Rolando,O,Bickford,M,rolando.bickford@gmail.com,Florentino Bickford,Vergie Bickford,Silverman,10/16/1975,11:45:53 AM,64,02-12-2017,Q1,H1,2017,2,February,Feb,12,Sunday,Sun,0.45,184147,4001
