147663,Mr.,Douglass,E,Corrigan,M,douglass.corrigan@rediffmail.com,Antione Corrigan,Corrinne Corrigan,Sigman,3/17/1973,12:29:13 AM,60,2/19/2015,Q1,H1,2015,2,February,Feb,19,Thursday,Thu,2.44,86718
707600,Ms.,Sherita,M,Baugh,F,sherita.baugh@gmail.com,Jason Baugh,Gwyneth Baugh,Mcdade,4/20/1995,8:26:21 AM,42,8/17/2016,Q3,H2,2016,8,August,Aug,17,Wednesday,Wed,0.95,49450
596529,Ms.,Lana,N,Arbuckle,F,lana.arbuckle@shaw.ca,Dillon Arbuckle,Matha Arbuckle,Kieffer,10/22/1967,12:59:41 AM,47,11-11-1996,Q4,H2,1996,11,November,Nov,11,Monday,Mon,20.72,193628
834635,Hon.,Deloise,T,Oyler,F,deloise.oyler@yahoo.com,Frederic Oyler,Glendora Oyler,Trotman,09-04-1963,9:46:27 AM,40,01-06-2015,Q1,H1,2015,1,January,Jan,6,Tuesday,Tue,2.56,173977
794524,Mr.,Armand,O,Fortenberry,M,armand.fortenberry@sbcglobal.net,Wilson Fortenberry,Bianca Fortenberry,Aikens,1/20/1992,11:03:23 AM,82,2/17/2017,Q1,H1,2017,2,February,Feb,17,Friday,Fri,0.44,184287
392234,Dr.,Monty,D,Hail,M,monty.hail@gmail.com,Fausto Hail,Arletta Hail,Reedy,6/21/1960,12:35:06 AM,54,10/30/1983,Q4,H2,1983,10,October,Oct,30,Sunday,Sun,33.77,89286
444753,Ms.,Judith,G,Owen,F,judith.owen@gmail.com,Mauricio Owen,Margrett Owen,Bonin,2/14/1958,10:47:50 PM,47,5/17/1982,Q2,H1,1982,5,May,May,17,Monday,Mon,35.22,76503
361359,Hon.,Laureen,Q,Lambert,F,laureen.lambert@exxonmobil.com,Roger Lambert,Carlee Lambert,Forest,2/23/1960,2:59:34 AM,52,7/31/2007,Q3,H2,2007,7,July,Jul,31,Tuesday,Tue,10,78201
777936,Ms.,Nila,W,Traylor,F,nila.traylor@yahoo.com,Teddy Traylor,Helena Traylor,Summerville,05-06-1972,9:59:03 AM,46,4/23/1998,Q2,H1,1998,4,April,Apr,23,Thursday,Thu,19.28,93058
529020,Dr.,Bernard,P,Bradshaw,M,bernard.bradshaw@yahoo.co.uk,Toby Bradshaw,Shirl Bradshaw,Dicarlo,8/18/1969,11:55:11 AM,70,3/31/2002,Q1,H1,2002,3,March,Mar,31,Sunday,Sun,15.34,98634
884439,Mrs.,Micheal,A,Sarmiento,F,micheal.sarmiento@aol.com,Cameron Sarmiento,Sena Sarmiento,Sansone,7/17/1965,4:08:59 AM,60,3/21/1991,Q1,H1,1991,3,March,Mar,21,Thursday,Thu,26.37,81467
269950,Mr.,Seth,B,Bilodeau,M,seth.bilodeau@bellsouth.net,Barney Bilodeau,Thresa Bilodeau,Parsley,05-05-1975,6:33:01 PM,51,07-06-2002,Q3,H2,2002,7,July,Jul,6,Saturday,Sat,15.07,164287
258110,Ms.,Tai,O,Saavedra,F,tai.saavedra@hotmail.com,Dong Saavedra,Vada Saavedra,Tate,9/15/1995,9:44:17 AM,43,9/15/2016,Q3,H2,2016,9,September,Sep,15,Thursday,Thu,0.87,51872
248437,Ms.,Tamra,A,Alessi,F,tamra.alessi@outlook.com,Raymundo Alessi,Maragaret Alessi,Kimmel,11/19/1977,12:01:01 AM,44,11-08-2004,Q4,H2,2004,11,November,Nov,8,Monday,Mon,12.73,90981
357480,Ms.,Shenika,R,Crittenden,F,shenika.crittenden@walmart.com,Gerard Crittenden,Lashaun Crittenden,Carbone,10-09-1975,1:07:53 AM,54,5/27/1998,Q2,H1,1998,5,May,May,27,Wednesday,Wed,19.18,58060
845835,Dr.,Bernard,Q,Fessler,M,bernard.fessler@hotmail.co.uk,Otha Fessler,Summer Fessler,Helton,7/31/1958,5:21:47 AM,63,4/17/1980,Q2,H1,1980,4,April,Apr,17,Thursday,Thu,37.3,93610
878763,Mr.,Ernest,N,Chasse,M,ernest.chasse@gmail.com,Kirk Chasse,Judie Chasse,Winkler,10-11-1995,8:49:57 AM,87,7/16/2017,Q3,H2,2017,7,July,Jul,16,Sunday,Sun,0.03,86598
452667,Mr.,Jeffery,D,Girard,M,jeffery.girard@outlook.com,James Girard,Maribel Girard,Coss,8/13/1972,10:33:47 PM,66,6/17/1998,Q2,H1,1998,6,June,Jun,17,Wednesday,Wed,19.13,78719
879556,Prof.,Christoper,I,Moye,M,christoper.moye@aol.com,Clarence Moye,Lonnie Moye,Hearne,03-06-1992,10:45:26 AM,58,8/24/2013,Q3,H2,2013,8,August,Aug,24,Saturday,Sat,3.93,179104
541976,Mr.,Kelley,Z,Greening,M,kelley.greening@rediffmail.com,Benton Greening,Fawn Greening,Rousseau,2/26/1979,1:05:28 AM,81,6/22/2001,Q2,H1,2001,6,June,Jun,22,Friday,Fri,16.11,157705
892120,Mrs.,Ernestine,U,Beall,F,ernestine.beall@aol.com,Sal Beall,Ashleigh Beall,Mooney,7/28/1972,11:43:08 AM,48,11/20/2005,Q4,H2,2005,11,November,Nov,20,Sunday,Sun,11.69,92635
662814,Mr.,Archie,R,Folse,M,archie.folse@outlook.com,Marcelo Folse,Akilah Folse,Earle,12/20/1992,12:04:02 PM,68,01-02-2016,Q1,H1,2016,1,January,Jan,2,Saturday,Sat,1.57,145647
609576,Prof.,Ronny,C,Legault,M,ronny.legault@gmail.com,Albert Legault,Jessica Legault,Curley,4/30/1977,1:30:07 AM,68,05-02-2010,Q2,H1,2010,5,May,May,2,Sunday,Sun,7.24,83203
492759,Dr.,Eloy,V,Brune,M,eloy.brune@aol.com,Dwayne Brune,Jolyn Brune,Raymer,12/28/1972,12:12:23 AM,84,02-06-2015,Q1,H1,2015,2,February,Feb,6,Friday,Fri,2.47,170760
283912,Hon.,Melani,A,Ruelas,F,melani.ruelas@gmail.com,Tristan Ruelas,Silvana Ruelas,Reeve,01-04-1973,5:55:46 PM,55,8/15/2007,Q3,H2,2007,8,August,Aug,15,Wednesday,Wed,9.96,117415
532795,Mr.,Carlo,B,Shotwell,M,carlo.shotwell@gmail.com,Daryl Shotwell,Lavina Shotwell,Eggers,06-11-1993,4:01:35 PM,90,9/23/2015,Q3,H2,2015,9,September,Sep,23,Wednesday,Wed,1.85,79470
863566,Prof.,Roland,Z,Antonio,M,roland.antonio@hotmail.com,James Antonio,Alexia Antonio,Bryant,5/28/1989,10:01:54 PM,76,01-08-2015,Q1,H1,2015,1,January,Jan,8,Thursday,Thu,2.55,137241
361215,Mrs.,Lisa,G,Wick,F,lisa.wick@gmail.com,Heath Wick,Yun Wick,Bramble,12/25/1995,7:03:09 AM,46,5/17/2017,Q2,H1,2017,5,May,May,17,Wednesday,Wed,0.2,162121
787265,Prof.,Frankie,S,Owings,M,frankie.owings@yahoo.co.in,Roberto Owings,Katy Owings,Sunderland,6/15/1993,2:17:38 AM,57,05-10-2017,Q2,H1,2017,5,May,May,10,Wednesday,Wed,0.22,42901
696561,Mr.,Joe,K,Gowan,M,joe.gowan@comcast.net,Jarod Gowan,Alecia Gowan,Short,4/20/1980,8:04:37 PM,88,09-06-2013,Q3,H2,2013,9,September,Sep,6,Friday,Fri,3.89,164300
906336,Ms.,Melisa,Z,Lomas,F,melisa.lomas@msn.com,Doug Lomas,Margit Lomas,Lasky,10/29/1967,12:11:11 AM,45,5/25/1998,Q2,H1,1998,5,May,May,25,Monday,Mon,19.19,178886
630690,Drs.,Jerilyn,J,Decker,F,jerilyn.decker@yahoo.com,Marcos Decker,Hortencia Decker,Newcomer,8/26/1970,11:20:24 PM,45,4/15/2014,Q2,H1,2014,4,April,Apr,15,Tuesday,Tue,3.29,148791
785482,Mr.,Geoffrey,J,Lemmons,M,geoffrey.lemmons@gmail.com,Elvin Lemmons,Martin Lemmons,Desmarais,3/25/1960,7:46:27 PM,64,3/15/2008,Q1,H1,2008,3,March,Mar,15,Saturday,Sat,9.38,108088
281990,Drs.,Karima,S,Walz,F,karima.walz@sbcglobal.net,Roland Walz,Antonietta Walz,Hankins,1/29/1992,11:41:59 AM,48,9/17/2013,Q3,H2,2013,9,September,Sep,17,Tuesday,Tue,3.86,93153
965373,Hon.,Trey,M,Joshua,M,trey.joshua@hotmail.com,Eusebio Joshua,Liliana Joshua,Lamoureux,08-09-1986,1:12:11 AM,90,07-08-2012,Q3,H2,2012,7,July,Jul,8,Sunday,Sun,5.06,59082
674284,Mrs.,Kina,B,Mcvay,F,kina.mcvay@hotmail.com,Marshall Mcvay,Letisha Mcvay,Caruthers,6/20/1978,12:45:43 PM,58,08-04-2012,Q3,H2,2012,8,August,Aug,4,Saturday,Sat,4.98,107926
214814,Dr.,Sherman,C,Coward,M,sherman.coward@gmail.com,Williams Coward,Latonya Coward,Wan,12/25/1982,9:06:20 PM,54,12/19/2004,Q4,H2,2004,12,December,Dec,19,Sunday,Sun,12.61,191501
869212,Mr.,Refugio,G,Bechtold,M,refugio.bechtold@gmail.com,Terry Bechtold,Stefania Bechtold,Ahlers,03-04-1963,10:50:53 PM,84,11/22/1987,Q4,H2,1987,11,November,Nov,22,Sunday,Sun,29.7,160455
133611,Dr.,Felix,W,Imhoff,M,felix.imhoff@charter.net,Victor Imhoff,Irina Imhoff,Levasseur,01-09-1962,12:13:26 AM,81,06-03-1985,Q2,H1,1985,6,June,Jun,3,Monday,Mon,32.17,64560
602077,Dr.,Sammie,D,Irick,M,sammie.irick@charter.net,Renato Irick,Tommy Irick,Mayers,7/16/1967,1:56:55 PM,80,07-12-2009,Q3,H2,2009,7,July,Jul,12,Sunday,Sun,8.05,149343
356131,Hon.,Dominick,I,Yager,M,dominick.yager@aol.com,Amado Yager,Deborah Yager,Bello,5/20/1984,9:02:29 PM,70,12/18/2009,Q4,H2,2009,12,December,Dec,18,Friday,Fri,7.61,93696
893395,Ms.,Tatiana,I,Badillo,F,tatiana.badillo@walmart.com,Charlie Badillo,Rikki Badillo,Bodnar,03-10-1977,5:08:42 AM,57,4/23/2012,Q2,H1,2012,4,April,Apr,23,Monday,Mon,5.27,94534
716662,Mr.,Ted,M,Baggett,M,ted.baggett@yahoo.ca,Jerry Baggett,Clarice Baggett,Gravely,12-06-1983,1:00:35 AM,85,02-02-2013,Q1,H1,2013,2,February,Feb,2,Saturday,Sat,4.48,100330
663907,Mr.,Alec,Q,Odaniel,M,alec.odaniel@sbcglobal.net,Dorian Odaniel,Coreen Odaniel,Hovis,12/17/1966,8:34:32 AM,74,9/20/1991,Q3,H2,1991,9,September,Sep,20,Friday,Fri,25.87,88011
293254,Mrs.,Gricelda,U,Hower,F,gricelda.hower@microsoft.com,Brad Hower,Estrella Hower,Dortch,6/19/1992,2:41:05 AM,58,7/18/2017,Q3,H2,2017,7,July,Jul,18,Tuesday,Tue,0.03,179761
936407,Mr.,Hung,H,Ontiveros,M,hung.ontiveros@hotmail.com,Ricardo Ontiveros,Rachell Ontiveros,Rizzo,8/14/1974,3:06:06 PM,62,04-04-1997,Q2,H1,1997,4,April,Apr,4,Friday,Fri,20.33,170128
357807,Hon.,Noe,V,Stanger,M,noe.stanger@verizon.net,Emmitt Stanger,Leda Stanger,Dickerson,06-09-1984,7:56:26 PM,77,12-06-2016,Q4,H2,2016,12,December,Dec,6,Tuesday,Tue,0.64,192182
874367,Mr.,Omar,J,Chadwick,M,omar.chadwick@ntlworld.com,Donnie Chadwick,Brook Chadwick,Jefferson,5/23/1989,3:55:32 PM,69,9/18/2013,Q3,H2,2013,9,September,Sep,18,Wednesday,Wed,3.86,176559
704625,Ms.,Adena,W,Engram,F,adena.engram@gmail.com,Mathew Engram,Esperanza Engram,Showers,3/26/1965,5:03:29 PM,57,10/16/2006,Q4,H2,2006,10,October,Oct,16,Monday,Mon,10.79,141816
351818,Ms.,Vickie,P,Reimer,F,vickie.reimer@comcast.net,Edgar Reimer,Numbers Reimer,Mckinley,3/16/1967,6:40:24 PM,48,03-04-2010,Q1,H1,2010,3,March,Mar,4,Thursday,Thu,7.41,120879
385228,Mrs.,Keshia,R,Clyburn,F,keshia.clyburn@yahoo.co.uk,Hassan Clyburn,Coletta Clyburn,Boulware,04-12-1991,2:13:16 PM,59,1/23/2014,Q1,H1,2014,1,January,Jan,23,Thursday,Thu,3.51,69187
860032,Prof.,Rueben,T,Peloquin,M,rueben.peloquin@gmail.com,Olen Peloquin,Arlena Peloquin,Mcnally,7/29/1972,6:26:17 PM,76,2/22/1994,Q1,H1,1994,2,February,Feb,22,Tuesday,Tue,23.44,117767
766077,Drs.,Tangela,A,Woody,F,tangela.woody@ntlworld.com,Charles Woody,Maritza Woody,Schuck,01-12-1966,8:58:35 AM,43,04-02-2017,Q2,H1,2017,4,April,Apr,2,Sunday,Sun,0.32,41509
334344,Ms.,Erika,J,Mackinnon,F,erika.mackinnon@walmart.com,Erin Mackinnon,Enid Mackinnon,Wimmer,6/23/1979,12:04:10 PM,50,08-07-2006,Q3,H2,2006,8,August,Aug,7,Monday,Mon,10.98,171835
159220,Mr.,Granville,A,Wortman,M,granville.wortman@gmail.com,Giuseppe Wortman,Maxine Wortman,Jewett,5/17/1991,4:25:25 AM,74,1/26/2014,Q1,H1,2014,1,January,Jan,26,Sunday,Sun,3.5,66201
817786,Mr.,Elden,Z,Ordonez,M,elden.ordonez@gmail.com,Stuart Ordonez,Kisha Ordonez,Staggs,9/22/1993,12:38:50 AM,75,10-04-2015,Q4,H2,2015,10,October,Oct,4,Sunday,Sun,1.82,197078
609177,Ms.,Rosaria,P,Buettner,F,rosaria.buettner@gmail.com,Elwood Buettner,Antionette Buettner,Mcghee,03-10-1988,11:13:35 PM,59,3/27/2009,Q1,H1,2009,3,March,Mar,27,Friday,Fri,8.34,112525
989292,Ms.,Mariela,A,Santoyo,F,mariela.santoyo@yahoo.com,Stephan Santoyo,Laci Santoyo,Labonte,4/15/1990,12:47:06 AM,45,6/29/2011,Q2,H1,2011,6,June,Jun,29,Wednesday,Wed,6.08,191952
530532,Ms.,Peter,W,Mercer,F,peter.mercer@sbcglobal.net,Derrick Mercer,Hanh Mercer,Eisenberg,4/24/1989,11:07:57 PM,58,9/29/2010,Q3,H2,2010,9,September,Sep,29,Wednesday,Wed,6.83,146358
917607,Dr.,Odis,F,Theis,M,odis.theis@gmail.com,Sterling Theis,Merlene Theis,Mccarthy,03-12-1977,4:22:23 AM,56,11/24/2013,Q4,H2,2013,11,November,Nov,24,Sunday,Sun,3.68,55083
446216,Dr.,Hector,Y,Knott,M,hector.knott@microsoft.com,Robby Knott,Ozie Knott,Bova,6/23/1974,8:49:50 PM,72,1/14/2009,Q1,H1,2009,1,January,Jan,14,Wednesday,Wed,8.54,123075
402001,Ms.,Dorris,I,Vaught,F,dorris.vaught@gmail.com,Mose Vaught,Christy Vaught,Goodrum,4/16/1991,10:53:07 PM,52,2/22/2017,Q1,H1,2017,2,February,Feb,22,Wednesday,Wed,0.43,166591
409810,Ms.,Kris,H,Shotwell,F,kris.shotwell@hotmail.com,Edmond Shotwell,Regenia Shotwell,Cash,11-08-1987,2:00:51 PM,44,1/23/2016,Q1,H1,2016,1,January,Jan,23,Saturday,Sat,1.51,83573
927560,Mr.,Long,F,Hudspeth,M,long.hudspeth@gmail.com,Royce Hudspeth,Casimira Hudspeth,Burleson,10/15/1986,4:11:58 PM,61,1/22/2017,Q1,H1,2017,1,January,Jan,22,Sunday,Sun,0.51,60039
806331,Mr.,Vincenzo,L,Whiteley,M,vincenzo.whiteley@hotmail.com,Ricky Whiteley,Georgene Whiteley,Wurth,07-05-1992,7:40:03 PM,72,12-04-2013,Q4,H2,2013,12,December,Dec,4,Wednesday,Wed,3.65,58403
151735,Mr.,Reyes,N,Holmes,M,reyes.holmes@hotmail.com,Stanford Holmes,Tammi Holmes,Murchison,06-04-1967,6:38:44 PM,75,12/20/2007,Q4,H2,2007,12,December,Dec,20,Thursday,Thu,9.61,70020
670371,Mrs.,Deedra,X,Bosch,F,deedra.bosch@gmail.com,Teodoro Bosch,Louise Bosch,Tabb,06-10-1968,12:59:13 AM,46,12/16/2004,Q4,H2,2004,12,December,Dec,16,Thursday,Thu,12.62,165045
949914,Drs.,Jaunita,F,Mcmorris,F,jaunita.mcmorris@gmail.com,Julius Mcmorris,Sheryl Mcmorris,Shoop,06-10-1972,5:59:31 AM,46,7/29/1996,Q3,H2,1996,7,July,Jul,29,Monday,Mon,21.01,160352
327161,Drs.,Kam,G,Hazel,F,kam.hazel@hotmail.com,Dean Hazel,Corrinne Hazel,Bouffard,5/29/1981,11:25:41 PM,56,07-10-2012,Q3,H2,2012,7,July,Jul,10,Tuesday,Tue,5.05,43286
381129,Drs.,Flavia,T,Kowalski,F,flavia.kowalski@hotmail.com,Kory Kowalski,Sheri Kowalski,Koonce,5/19/1994,8:11:38 PM,55,6/29/2017,Q2,H1,2017,6,June,Jun,29,Thursday,Thu,0.08,97912
273207,Mr.,Mike,L,Rohr,M,mike.rohr@gmail.com,Mac Rohr,Curtis Rohr,Catlin,8/24/1988,10:47:53 AM,56,1/23/2012,Q1,H1,2012,1,January,Jan,23,Monday,Mon,5.52,173750
601692,Mr.,Bret,A,Beall,M,bret.beall@hotmail.com,Jarred Beall,Kim Beall,Caudle,7/24/1984,5:01:03 PM,77,4/28/2017,Q2,H1,2017,4,April,Apr,28,Friday,Fri,0.25,57086
879855,Mrs.,Adrian,Y,Rayborn,F,adrian.rayborn@gmail.com,German Rayborn,Aleen Rayborn,Hudgins,2/28/1966,5:36:41 AM,46,10/26/2013,Q4,H2,2013,10,October,Oct,26,Saturday,Sat,3.76,144529
421181,Mrs.,Sidney,X,Lindstrom,F,sidney.lindstrom@cox.net,Williams Lindstrom,Vanetta Lindstrom,Canter,3/29/1985,12:39:35 AM,52,06-08-2017,Q2,H1,2017,6,June,Jun,8,Thursday,Thu,0.14,139848
614206,Hon.,Mitchel,T,Ness,M,mitchel.ness@hotmail.co.uk,Elias Ness,Sarai Ness,Houck,10/18/1967,3:38:10 AM,88,10-04-2011,Q4,H2,2011,10,October,Oct,4,Tuesday,Tue,5.82,170951
195233,Mr.,Carlton,D,Jalbert,M,carlton.jalbert@shaw.ca,Wilber Jalbert,Reagan Jalbert,Laing,09-08-1959,5:58:09 AM,58,02-05-2013,Q1,H1,2013,2,February,Feb,5,Tuesday,Tue,4.48,56462
471845,Ms.,Jeanett,N,Darden,F,jeanett.darden@gmail.com,Adolfo Darden,Olinda Darden,Stromberg,03-09-1960,8:54:19 PM,49,6/17/1988,Q2,H1,1988,6,June,Jun,17,Friday,Fri,29.13,53469
527371,Ms.,Kenya,J,Irizarry,F,kenya.irizarry@hotmail.co.uk,Alonso Irizarry,Zaida Irizarry,Stewart,10/23/1982,5:29:31 AM,41,11/13/2016,Q4,H2,2016,11,November,Nov,13,Sunday,Sun,0.7,91814
315817,Mrs.,Marti,W,Brewton,F,marti.brewton@gmail.com,Anton Brewton,Madelyn Brewton,Sublett,4/16/1979,7:11:55 PM,42,6/22/2015,Q2,H1,2015,6,June,Jun,22,Monday,Mon,2.1,198686
363186,Mrs.,Lynsey,Q,Hairston,F,lynsey.hairston@walmart.com,Harland Hairston,Rosy Hairston,Rathbone,10/21/1973,12:26:44 PM,59,9/23/2005,Q3,H2,2005,9,September,Sep,23,Friday,Fri,11.85,42358
594072,Ms.,Lauran,V,Paradise,F,lauran.paradise@verizon.net,Morris Paradise,Aiko Paradise,Kitchen,10/25/1984,10:53:25 PM,57,8/24/2011,Q3,H2,2011,8,August,Aug,24,Wednesday,Wed,5.93,88478
282436,Prof.,Darin,J,Deegan,M,darin.deegan@hotmail.com,Seth Deegan,Rina Deegan,Hanson,3/18/1984,3:56:53 PM,62,3/24/2012,Q1,H1,2012,3,March,Mar,24,Saturday,Sat,5.35,48702
907609,Dr.,Ervin,J,Wescott,M,ervin.wescott@ibm.com,Melvin Wescott,Drew Wescott,Tobar,4/16/1958,10:53:49 AM,65,9/27/1980,Q3,H2,1980,9,September,Sep,27,Saturday,Sat,36.86,182279
127957,Ms.,Nelia,T,Lopez,F,nelia.lopez@gmail.com,Carmen Lopez,Mercy Lopez,Scheer,01-09-1989,2:34:00 PM,41,07-09-2011,Q3,H2,2011,7,July,Jul,9,Saturday,Sat,6.06,88806
